
---------- Begin Simulation Statistics ----------
simSeconds                                   0.001201                       # Number of seconds simulated (Second)
simTicks                                   1201074000                       # Number of ticks simulated (Tick)
finalTick                                  1201074000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                      5.78                       # Real time elapsed on the host (Second)
hostTickRate                                207625739                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    1205180                       # Number of bytes of host memory used (Byte)
simInsts                                      2167130                       # Number of instructions simulated (Count)
simOps                                        2257568                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   374616                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     390249                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                          1201075                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.554224                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               1.804325                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                         2523522                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                       18                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                        2435350                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                   1772                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined               265971                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined            173609                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                   1                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples             1166719                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               2.087349                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.053843                       # Number of insts issued each cycle (Count)
system.cpu.commitStats0.committedInstType::SimdFloatReduceCmp            0      0.00%     62.71% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdAes            0      0.00%     62.71% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdAesMix            0      0.00%     62.71% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdSha1Hash            0      0.00%     62.71% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdSha1Hash2            0      0.00%     62.71% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdSha256Hash            0      0.00%     62.71% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdSha256Hash2            0      0.00%     62.71% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdShaSigma2            0      0.00%     62.71% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdShaSigma3            0      0.00%     62.71% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdSha3            0      0.00%     62.71% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdSm4e            0      0.00%     62.71% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdCrc            0      0.00%     62.71% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdPredAlu            0      0.00%     62.71% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdDotProd            0      0.00%     62.71% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::Matrix            0      0.00%     62.71% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::MatrixMov            0      0.00%     62.71% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::MatrixOP            0      0.00%     62.71% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::MemRead       236698     10.48%     73.19% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::MemWrite       394406     17.47%     90.66% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::FloatMemRead       101588      4.50%     95.16% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::FloatMemWrite        15498      0.69%     95.85% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::InstPrefetch            0      0.00%     95.85% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdUnitStrideLoad        11215      0.50%     96.35% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdUnitStrideStore        15721      0.70%     97.04% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdUnitStrideMaskLoad            0      0.00%     97.04% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdUnitStrideMaskStore            0      0.00%     97.04% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdStridedLoad            0      0.00%     97.04% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdStridedStore            0      0.00%     97.04% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdIndexedLoad        51561      2.28%     99.33% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdIndexedStore            0      0.00%     99.33% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdWholeRegisterLoad            0      0.00%     99.33% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdWholeRegisterStore            0      0.00%     99.33% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdUnitStrideFaultOnlyFirstLoad            0      0.00%     99.33% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdUnitStrideSegmentedLoad            0      0.00%     99.33% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdUnitStrideSegmentedStore            0      0.00%     99.33% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdUnitStrideSegmentedFaultOnlyFirstLoad            0      0.00%     99.33% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdStrideSegmentedLoad            0      0.00%     99.33% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdStrideSegmentedStore            0      0.00%     99.33% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdExt         4509      0.20%     99.53% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdFloatExt            0      0.00%     99.53% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdConfig        10691      0.47%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdBf16Add            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdBf16Cmp            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdBf16Cvt            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdBf16DotProd            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdBf16MatMultAcc            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdBf16Mult            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::SimdBf16MultAcc            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::Bf16Cvt            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::System            0      0.00%    100.00% # Class of committed instruction. (Count)
system.cpu.commitStats0.committedInstType::total      2257568                       # Class of committed instruction. (Count)
system.cpu.commitStats0.committedControl::IsControl       475374                       # Class of control type instructions committed (Count)
system.cpu.commitStats0.committedControl::IsDirectControl       397345                       # Class of control type instructions committed (Count)
system.cpu.commitStats0.committedControl::IsIndirectControl        78029                       # Class of control type instructions committed (Count)
system.cpu.commitStats0.committedControl::IsCondControl       274854                       # Class of control type instructions committed (Count)
system.cpu.commitStats0.committedControl::IsUncondControl       200520                       # Class of control type instructions committed (Count)
system.cpu.commitStats0.committedControl::IsCall        62662                       # Class of control type instructions committed (Count)
system.cpu.commitStats0.committedControl::IsReturn        62661                       # Class of control type instructions committed (Count)
system.cpu.commitStats0.functionCalls           62662                       # Number of function calls committed (Count)
system.cpu.commitStats0.numCallsReturns        125323                       # Number of function calls and returns committed (Count)
system.cpu.dcache.demandHits::cpu.data         863312                       # number of demand (read+write) hits (Count)
system.cpu.dcache.demandHits::total            863312                       # number of demand (read+write) hits (Count)
system.cpu.dcache.overallHits::cpu.data        863312                       # number of overall hits (Count)
system.cpu.dcache.overallHits::total           863312                       # number of overall hits (Count)
system.cpu.dcache.demandMisses::cpu.data         6761                       # number of demand (read+write) misses (Count)
system.cpu.dcache.demandMisses::total            6761                       # number of demand (read+write) misses (Count)
system.cpu.dcache.overallMisses::cpu.data         6761                       # number of overall misses (Count)
system.cpu.dcache.overallMisses::total           6761                       # number of overall misses (Count)
system.cpu.dcache.demandMissLatency::cpu.data    550705774                       # number of demand (read+write) miss ticks (Tick)
system.cpu.dcache.demandMissLatency::total    550705774                       # number of demand (read+write) miss ticks (Tick)
system.cpu.dcache.overallMissLatency::cpu.data    550705774                       # number of overall miss ticks (Tick)
system.cpu.dcache.overallMissLatency::total    550705774                       # number of overall miss ticks (Tick)
system.cpu.dcache.demandAccesses::cpu.data       870073                       # number of demand (read+write) accesses (Count)
system.cpu.dcache.demandAccesses::total        870073                       # number of demand (read+write) accesses (Count)
system.cpu.dcache.overallAccesses::cpu.data       870073                       # number of overall (read+write) accesses (Count)
system.cpu.dcache.overallAccesses::total       870073                       # number of overall (read+write) accesses (Count)
system.cpu.dcache.demandMissRate::cpu.data     0.007771                       # miss rate for demand accesses (Ratio)
system.cpu.dcache.demandMissRate::total      0.007771                       # miss rate for demand accesses (Ratio)
system.cpu.dcache.overallMissRate::cpu.data     0.007771                       # miss rate for overall accesses (Ratio)
system.cpu.dcache.overallMissRate::total     0.007771                       # miss rate for overall accesses (Ratio)
system.cpu.dcache.demandAvgMissLatency::cpu.data 81453.301878                       # average overall miss latency in ticks ((Tick/Count))
system.cpu.dcache.demandAvgMissLatency::total 81453.301878                       # average overall miss latency in ticks ((Tick/Count))
system.cpu.dcache.overallAvgMissLatency::cpu.data 81453.301878                       # average overall miss latency ((Tick/Count))
system.cpu.dcache.overallAvgMissLatency::total 81453.301878                       # average overall miss latency ((Tick/Count))
system.cpu.dcache.blockedCycles::no_mshrs         7399                       # number of cycles access was blocked (Cycle)
system.cpu.dcache.blockedCycles::no_wbuffers            0                       # number of cycles access was blocked (Cycle)
system.cpu.dcache.blockedCycles::no_targets          122                       # number of cycles access was blocked (Cycle)
system.cpu.dcache.blockedCauses::no_mshrs          238                       # number of times access was blocked (Count)
