
---------- Begin Simulation Statistics ----------
simSeconds                                   0.351829                       # Number of seconds simulated (Second)
simTicks                                 351828847000                       # Number of ticks simulated (Tick)
finalTick                                351828847000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   1370.98                       # Real time elapsed on the host (Second)
hostTickRate                                256625142                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    1212636                       # Number of bytes of host memory used (Byte)
simInsts                                    494267922                       # Number of instructions simulated (Count)
simOps                                      495717421                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   360521                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     361578                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                        351828849                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.711818                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               1.404853                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                       574490619                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                  3259259                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                      553745321                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                  91059                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined             82032456                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined          44190982                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                4777                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           351752684                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.574246                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.945054                       # Number of insts issued each cycle (Count)
system.cpu.commitStats0.committedControl::IsReturn      2147864                       # Class of control type instructions committed (Count)
system.cpu.commitStats0.functionCalls         2147869                       # Number of function calls committed (Count)
system.cpu.commitStats0.numCallsReturns       4295733                       # Number of function calls and returns committed (Count)
system.cpu.dcache.demandHits::cpu.data      156492221                       # number of demand (read+write) hits (Count)
system.cpu.dcache.demandHits::total         156492221                       # number of demand (read+write) hits (Count)
system.cpu.dcache.overallHits::cpu.data     156492221                       # number of overall hits (Count)
system.cpu.dcache.overallHits::total        156492221                       # number of overall hits (Count)
system.cpu.dcache.demandMisses::cpu.data     17184257                       # number of demand (read+write) misses (Count)
system.cpu.dcache.demandMisses::total        17184257                       # number of demand (read+write) misses (Count)
system.cpu.dcache.overallMisses::cpu.data     17184257                       # number of overall misses (Count)
system.cpu.dcache.overallMisses::total       17184257                       # number of overall misses (Count)
system.cpu.dcache.demandMissLatency::cpu.data 1539945974477                       # number of demand (read+write) miss ticks (Tick)
system.cpu.dcache.demandMissLatency::total 1539945974477                       # number of demand (read+write) miss ticks (Tick)
system.cpu.dcache.overallMissLatency::cpu.data 1539945974477                       # number of overall miss ticks (Tick)
system.cpu.dcache.overallMissLatency::total 1539945974477                       # number of overall miss ticks (Tick)
system.cpu.dcache.demandAccesses::cpu.data    173676478                       # number of demand (read+write) accesses (Count)
system.cpu.dcache.demandAccesses::total     173676478                       # number of demand (read+write) accesses (Count)
system.cpu.dcache.overallAccesses::cpu.data    173676478                       # number of overall (read+write) accesses (Count)
system.cpu.dcache.overallAccesses::total    173676478                       # number of overall (read+write) accesses (Count)
system.cpu.dcache.demandMissRate::cpu.data     0.098944                       # miss rate for demand accesses (Ratio)
system.cpu.dcache.demandMissRate::total      0.098944                       # miss rate for demand accesses (Ratio)
system.cpu.dcache.overallMissRate::cpu.data     0.098944                       # miss rate for overall accesses (Ratio)
system.cpu.dcache.overallMissRate::total     0.098944                       # miss rate for overall accesses (Ratio)
system.cpu.dcache.demandAvgMissLatency::cpu.data 89613.765348                       # average overall miss latency in ticks ((Tick/Count))
system.cpu.dcache.demandAvgMissLatency::total 89613.765348                       # average overall miss latency in ticks ((Tick/Count))
system.cpu.dcache.overallAvgMissLatency::cpu.data 89613.765348                       # average overall miss latency ((Tick/Count))
system.cpu.dcache.overallAvgMissLatency::total 89613.765348                       # average overall miss latency ((Tick/Count))
system.cpu.dcache.blockedCycles::no_mshrs     16582427                       # number of cycles access was blocked (Cycle)
system.cpu.dcache.blockedCycles::no_wbuffers            0                       # number of cycles access was blocked (Cycle)
system.cpu.dcache.blockedCycles::no_targets      1565526                       # number of cycles access was blocked (Cycle)
system.cpu.dcache.blockedCauses::no_mshrs       168692                       # number of times access was blocked (Count)
system.cpu.dcache.blockedCauses::no_wbuffers            0                       # number of times access was blocked (Count)
system.cpu.dcache.blockedCauses::no_targets        58315                       # number of times access was blocked (Count)
system.cpu.dcache.avgBlocked::no_mshrs      98.300020                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.dcache.avgBlocked::no_wbuffers          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.dcache.avgBlocked::no_targets    26.846026                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu.dcache.writebacks::writebacks      1455305                       # number of writebacks (Count)
system.cpu.dcache.writebacks::total           1455305                       # number of writebacks (Count)
system.cpu.dcache.demandMshrHits::cpu.data     15364657                       # number of demand (read+write) MSHR hits (Count)
system.cpu.dcache.demandMshrHits::total      15364657                       # number of demand (read+write) MSHR hits (Count)
system.cpu.dcache.overallMshrHits::cpu.data     15364657                       # number of overall MSHR hits (Count)
system.cpu.dcache.overallMshrHits::total     15364657                       # number of overall MSHR hits (Count)
system.cpu.dcache.demandMshrMisses::cpu.data      1819600                       # number of demand (read+write) MSHR misses (Count)
system.cpu.dcache.demandMshrMisses::total      1819600                       # number of demand (read+write) MSHR misses (Count)
system.cpu.dcache.overallMshrMisses::cpu.data      1819600                       # number of overall MSHR misses (Count)
system.cpu.dcache.overallMshrMisses::total      1819600                       # number of overall MSHR misses (Count)
system.cpu.dcache.demandMshrMissLatency::cpu.data 189885826956                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu.dcache.demandMshrMissLatency::total 189885826956                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu.dcache.overallMshrMissLatency::cpu.data 189885826956                       # number of overall MSHR miss ticks (Tick)
system.cpu.dcache.overallMshrMissLatency::total 189885826956                       # number of overall MSHR miss ticks (Tick)
system.cpu.dcache.demandMshrMissRate::cpu.data     0.010477                       # mshr miss ratio for demand accesses (Ratio)
system.cpu.dcache.demandMshrMissRate::total     0.010477                       # mshr miss ratio for demand accesses (Ratio)
system.cpu.dcache.overallMshrMissRate::cpu.data     0.010477                       # mshr miss ratio for overall accesses (Ratio)
system.cpu.dcache.overallMshrMissRate::total     0.010477                       # mshr miss ratio for overall accesses (Ratio)
system.cpu.dcache.demandAvgMshrMissLatency::cpu.data 104355.807296                       # average overall mshr miss latency ((Tick/Count))
system.cpu.dcache.demandAvgMshrMissLatency::total 104355.807296                       # average overall mshr miss latency ((Tick/Count))
system.cpu.dcache.overallAvgMshrMissLatency::cpu.data 104355.807296                       # average overall mshr miss latency ((Tick/Count))
system.cpu.dcache.overallAvgMshrMissLatency::total 104355.807296                       # average overall mshr miss latency ((Tick/Count))
system.cpu.dcache.replacements                1819293                       # number of replacements (Count)
system.cpu.dcache.LoadLockedReq.hits::cpu.data          822                       # number of LoadLockedReq hits (Count)
system.cpu.dcache.LoadLockedReq.hits::total          822                       # number of LoadLockedReq hits (Count)
system.cpu.dcache.LoadLockedReq.misses::cpu.data          207                       # number of LoadLockedReq misses (Count)
system.cpu.dcache.LoadLockedReq.misses::total          207                       # number of LoadLockedReq misses (Count)
system.cpu.dcache.LoadLockedReq.missLatency::cpu.data      6120000                       # number of LoadLockedReq miss ticks (Tick)
system.cpu.dcache.LoadLockedReq.missLatency::total      6120000                       # number of LoadLockedReq miss ticks (Tick)
system.cpu.dcache.LoadLockedReq.accesses::cpu.data         1029                       # number of LoadLockedReq accesses(hits+misses) (Count)
system.cpu.dcache.LoadLockedReq.accesses::total         1029                       # number of LoadLockedReq accesses(hits+misses) (Count)
system.cpu.dcache.LoadLockedReq.missRate::cpu.data     0.201166                       # miss rate for LoadLockedReq accesses (Ratio)
system.cpu.dcache.LoadLockedReq.missRate::total     0.201166                       # miss rate for LoadLockedReq accesses (Ratio)
system.cpu.dcache.LoadLockedReq.avgMissLatency::cpu.data 29565.217391                       # average LoadLockedReq miss latency ((Tick/Count))
system.cpu.dcache.LoadLockedReq.avgMissLatency::total 29565.217391                       # average LoadLockedReq miss latency ((Tick/Count))
system.cpu.dcache.LoadLockedReq.mshrHits::cpu.data            4                       # number of LoadLockedReq MSHR hits (Count)
system.cpu.dcache.LoadLockedReq.mshrHits::total            4                       # number of LoadLockedReq MSHR hits (Count)
system.cpu.dcache.LoadLockedReq.mshrMisses::cpu.data          203                       # number of LoadLockedReq MSHR misses (Count)
system.cpu.dcache.LoadLockedReq.mshrMisses::total          203                       # number of LoadLockedReq MSHR misses (Count)
system.cpu.dcache.LoadLockedReq.mshrMissLatency::cpu.data      5267000                       # number of LoadLockedReq MSHR miss ticks (Tick)
system.cpu.dcache.LoadLockedReq.mshrMissLatency::total      5267000                       # number of LoadLockedReq MSHR miss ticks (Tick)
system.cpu.dcache.LoadLockedReq.mshrMissRate::cpu.data     0.197279                       # mshr miss rate for LoadLockedReq accesses (Ratio)
system.cpu.dcache.LoadLockedReq.mshrMissRate::total     0.197279                       # mshr miss rate for LoadLockedReq accesses (Ratio)
system.cpu.dcache.LoadLockedReq.avgMshrMissLatency::cpu.data 25945.812808                       # average LoadLockedReq mshr miss latency ((Tick/Count))
system.cpu.dcache.LoadLockedReq.avgMshrMissLatency::total 25945.812808                       # average LoadLockedReq mshr miss latency ((Tick/Count))
system.cpu.dcache.ReadReq.hits::cpu.data    133792397                       # number of ReadReq hits (Count)
system.cpu.dcache.ReadReq.hits::total       133792397                       # number of ReadReq hits (Count)
system.cpu.dcache.ReadReq.misses::cpu.data      2078559                       # number of ReadReq misses (Count)
system.cpu.dcache.ReadReq.misses::total       2078559                       # number of ReadReq misses (Count)
system.cpu.dcache.ReadReq.missLatency::cpu.data 107637380000                       # number of ReadReq miss ticks (Tick)
system.cpu.dcache.ReadReq.missLatency::total 107637380000                       # number of ReadReq miss ticks (Tick)
system.cpu.dcache.ReadReq.accesses::cpu.data    135870956                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu.dcache.ReadReq.accesses::total    135870956                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu.dcache.ReadReq.missRate::cpu.data     0.015298                       # miss rate for ReadReq accesses (Ratio)
system.cpu.dcache.ReadReq.missRate::total     0.015298                       # miss rate for ReadReq accesses (Ratio)
system.cpu.dcache.ReadReq.avgMissLatency::cpu.data 51784.616169                       # average ReadReq miss latency ((Tick/Count))
system.cpu.dcache.ReadReq.avgMissLatency::total 51784.616169                       # average ReadReq miss latency ((Tick/Count))
system.cpu.dcache.ReadReq.mshrHits::cpu.data      1569329                       # number of ReadReq MSHR hits (Count)
